,ProdSalesCode,ProductNumber,Productdescr,SalesDistCode,SalesDistrict,Cust_Segment,Last_Record_Date,Year,Month,Forecast_Date,Lag,Hist_Qty,Fcst_Qty,MAPE,Accuracy,Model
0,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2022,2,2022-02-01,1,58174.2,32685.983621273936,0.4381360874533051,0.5618639125466949,SARIMA
1,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2022,3,2022-03-01,2,19391.4,20630.012000437528,0.06387429481303702,0.9361257051869629,SARIMA
2,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2022,4,2022-04-01,3,38782.8,28141.061330532284,0.27439325343883675,0.7256067465611633,SARIMA
3,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2022,5,2022-05-01,4,0.0,32350.8879390519,1.0,0.0,SARIMA
4,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2022,6,2022-06-01,5,0.0,29308.14995972677,1.0,0.0,SARIMA
5,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2022,7,2022-07-01,6,0.0,24455.067966631977,1.0,0.0,SARIMA
6,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2022,8,2022-08-01,7,0.0,35731.545523867986,1.0,0.0,SARIMA
7,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2022,9,2022-09-01,8,0.0,26443.2210416335,1.0,0.0,SARIMA
8,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2022,10,2022-10-01,9,0.0,28116.533067980512,1.0,0.0,SARIMA
9,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2022,11,2022-11-01,10,0.0,27006.966485141817,1.0,0.0,SARIMA
10,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2022,12,2022-12-01,11,0.0,28789.74458744967,1.0,0.0,SARIMA
11,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2023,1,2023-01-01,12,0.0,30500.29302454457,1.0,0.0,SARIMA
12,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2023,2,2023-02-01,13,0.0,34147.14269863174,1.0,0.0,SARIMA
13,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2023,3,2023-03-01,14,0.0,31358.190611338312,1.0,0.0,SARIMA
14,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2023,4,2023-04-01,15,0.0,33069.29460484675,1.0,0.0,SARIMA
15,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2023,5,2023-05-01,16,0.0,30845.405625215586,1.0,0.0,SARIMA
16,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2023,6,2023-06-01,17,0.0,35437.373511305195,1.0,0.0,SARIMA
17,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2023,7,2023-07-01,18,0.0,34475.53253631571,1.0,0.0,SARIMA
18,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2023,8,2023-08-01,19,0.0,35528.605963575195,1.0,0.0,SARIMA
19,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2023,9,2023-09-01,20,0.0,33879.268144125745,1.0,0.0,SARIMA
20,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2023,10,2023-10-01,21,0.0,32409.457329349894,1.0,0.0,SARIMA
21,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2023,11,2023-11-01,22,0.0,34641.643082234295,1.0,0.0,SARIMA
22,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2023,12,2023-12-01,23,0.0,31945.353557758866,1.0,0.0,SARIMA
23,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2024,1,2024-01-01,24,0.0,38372.1836771932,1.0,0.0,SARIMA
24,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2024,2,2024-02-01,25,0.0,39307.41136687456,1.0,0.0,SARIMA
25,03401044CA_0000,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",0000,Regional Account,GROUP_2,2022-01-01,2024,3,2024-03-01,26,0.0,36204.22215290211,1.0,0.0,SARIMA
26,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2022,2,2022-02-01,1,39100.320000000014,24452.626317656344,0.3746182558696109,0.625381744130389,SARIMA
27,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2022,3,2022-03-01,2,12247.2,12924.746828198942,0.05532259032259957,0.9446774096774004,SARIMA
28,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2022,4,2022-04-01,3,10206.0,31155.10277821184,2.052626178543194,-1.052626178543194,SARIMA
29,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2022,5,2022-05-01,4,0.0,24804.54227403567,1.0,0.0,SARIMA
30,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2022,6,2022-06-01,5,0.0,32477.649653134555,1.0,0.0,SARIMA
31,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2022,7,2022-07-01,6,0.0,20592.44172581331,1.0,0.0,SARIMA
32,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2022,8,2022-08-01,7,0.0,31337.835145033623,1.0,0.0,SARIMA
33,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2022,9,2022-09-01,8,0.0,38130.65990007379,1.0,0.0,SARIMA
34,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2022,10,2022-10-01,9,0.0,40864.301457794485,1.0,0.0,SARIMA
35,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2022,11,2022-11-01,10,0.0,25156.661886976595,1.0,0.0,SARIMA
36,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2022,12,2022-12-01,11,0.0,29168.354167972582,1.0,0.0,SARIMA
37,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2023,1,2023-01-01,12,0.0,42871.63814778149,1.0,0.0,SARIMA
38,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2023,2,2023-02-01,13,0.0,25784.04200919712,1.0,0.0,SARIMA
39,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2023,3,2023-03-01,14,0.0,32263.491559094058,1.0,0.0,SARIMA
40,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2023,4,2023-04-01,15,0.0,35914.39226348707,1.0,0.0,SARIMA
41,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2023,5,2023-05-01,16,0.0,41811.59479214029,1.0,0.0,SARIMA
42,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2023,6,2023-06-01,17,0.0,33892.44727954904,1.0,0.0,SARIMA
43,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2023,7,2023-07-01,18,0.0,42577.94784301967,1.0,0.0,SARIMA
44,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2023,8,2023-08-01,19,0.0,41192.855922352384,1.0,0.0,SARIMA
45,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2023,9,2023-09-01,20,0.0,37285.68175228574,1.0,0.0,SARIMA
46,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2023,10,2023-10-01,21,0.0,37689.245929379584,1.0,0.0,SARIMA
47,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2023,11,2023-11-01,22,0.0,33520.74225278589,1.0,0.0,SARIMA
48,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2023,12,2023-12-01,23,0.0,47531.42388373566,1.0,0.0,SARIMA
49,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2024,1,2024-01-01,24,0.0,36664.34631614745,1.0,0.0,SARIMA
50,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2024,2,2024-02-01,25,0.0,37542.869283108215,1.0,0.0,SARIMA
51,03401044CA_1015,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1015,Kerry Ingredients,GROUP_3,2022-01-01,2024,3,2024-03-01,26,0.0,44116.392496836794,1.0,0.0,SARIMA
52,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2022,2,2022-02-01,1,19391.4,18665.7578125,0.03742082508225303,0.962579174917747,XGB
53,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2022,3,2022-03-01,2,38782.8,39950.41015625,0.030106391396443707,0.9698936086035563,XGB
54,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2022,4,2022-04-01,3,0.0,20470.595703125,1.0,0.0,XGB
55,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2022,5,2022-05-01,4,0.0,31426.177734375,1.0,0.0,XGB
56,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2022,6,2022-06-01,5,0.0,33107.046875,1.0,0.0,XGB
57,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2022,7,2022-07-01,6,0.0,18710.01171875,1.0,0.0,XGB
58,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2022,8,2022-08-01,7,0.0,22958.0625,1.0,0.0,XGB
59,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2022,9,2022-09-01,8,0.0,320.4944763183594,1.0,0.0,XGB
60,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2022,10,2022-10-01,9,0.0,6228.197265625,1.0,0.0,XGB
61,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2022,11,2022-11-01,10,0.0,37420.671875,1.0,0.0,XGB
62,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2022,12,2022-12-01,11,0.0,17382.173828125,1.0,0.0,XGB
63,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2023,1,2023-01-01,12,0.0,34189.80078125,1.0,0.0,XGB
64,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2023,2,2023-02-01,13,0.0,0.0,0.0,1.0,XGB
65,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2023,3,2023-03-01,14,0.0,20144.40234375,1.0,0.0,XGB
66,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2023,4,2023-04-01,15,0.0,43262.8515625,1.0,0.0,XGB
67,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2023,5,2023-05-01,16,0.0,28091.173828125,1.0,0.0,XGB
68,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2023,6,2023-06-01,17,0.0,26871.099609375,1.0,0.0,XGB
69,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2023,7,2023-07-01,18,0.0,15026.8828125,1.0,0.0,XGB
70,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2023,8,2023-08-01,19,0.0,60271.796875,1.0,0.0,XGB
71,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2023,9,2023-09-01,20,0.0,28063.20703125,1.0,0.0,XGB
72,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2023,10,2023-10-01,21,0.0,19068.3671875,1.0,0.0,XGB
73,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2023,11,2023-11-01,22,0.0,42348.4140625,1.0,0.0,XGB
74,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2023,12,2023-12-01,23,0.0,19258.501953125,1.0,0.0,XGB
75,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2024,1,2024-01-01,24,0.0,18928.083984375,1.0,0.0,XGB
76,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2024,2,2024-02-01,25,0.0,40587.0859375,1.0,0.0,XGB
77,03401044CA_1034,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1034,CON AGRA,GROUP_2,2022-01-01,2024,3,2024-03-01,26,0.0,27676.375,1.0,0.0,XGB
78,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2022,2,2022-02-01,1,2041.2,2109.4334711611104,0.03342811638306408,0.9665718836169359,SARIMA
79,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2022,3,2022-03-01,2,1020.6,921.0063109913817,0.09758346953617313,0.9024165304638269,SARIMA
80,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2022,4,2022-04-01,3,1020.6,2907.933514018895,1.8492391867714042,-0.8492391867714042,SARIMA
81,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2022,5,2022-05-01,4,0.0,1544.367561123204,1.0,0.0,SARIMA
82,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2022,6,2022-06-01,5,0.0,1324.604046660481,1.0,0.0,SARIMA
83,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2022,7,2022-07-01,6,0.0,1526.8105502779115,1.0,0.0,SARIMA
84,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2022,8,2022-08-01,7,0.0,1768.529873918062,1.0,0.0,SARIMA
85,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2022,9,2022-09-01,8,0.0,1804.3483588067504,1.0,0.0,SARIMA
86,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2022,10,2022-10-01,9,0.0,1490.7148323711453,1.0,0.0,SARIMA
87,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2022,11,2022-11-01,10,0.0,1346.596792141332,1.0,0.0,SARIMA
88,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2022,12,2022-12-01,11,0.0,1233.7811022824258,1.0,0.0,SARIMA
89,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2023,1,2023-01-01,12,0.0,2398.129956507949,1.0,0.0,SARIMA
90,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2023,2,2023-02-01,13,0.0,2137.31455447028,1.0,0.0,SARIMA
91,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2023,3,2023-03-01,14,0.0,934.546263066203,1.0,0.0,SARIMA
92,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2023,4,2023-04-01,15,0.0,1357.0669564507186,1.0,0.0,SARIMA
93,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2023,5,2023-05-01,16,0.0,1461.2214094068675,1.0,0.0,SARIMA
94,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2023,6,2023-06-01,17,0.0,2218.2740943738604,1.0,0.0,SARIMA
95,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2023,7,2023-07-01,18,0.0,2169.4798647086873,1.0,0.0,SARIMA
96,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2023,8,2023-08-01,19,0.0,2159.564554533962,1.0,0.0,SARIMA
97,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2023,9,2023-09-01,20,0.0,873.4008239683452,1.0,0.0,SARIMA
98,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2023,10,2023-10-01,21,0.0,2562.455059745,1.0,0.0,SARIMA
99,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2023,11,2023-11-01,22,0.0,1570.4191692372985,1.0,0.0,SARIMA
100,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2023,12,2023-12-01,23,0.0,1522.8820474443567,1.0,0.0,SARIMA
101,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2024,1,2024-01-01,24,0.0,1539.2390407941186,1.0,0.0,SARIMA
102,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2024,2,2024-02-01,25,0.0,1598.723258362544,1.0,0.0,SARIMA
103,03401044CA_1047,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1047,Nestle,GROUP_3,2022-01-01,2024,3,2024-03-01,26,0.0,1905.818412521576,1.0,0.0,SARIMA
104,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2022,2,2022-02-01,1,3061.8,1961.9289765928281,0.3592236669302933,0.6407763330697067,SARIMA
105,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2022,3,2022-03-01,2,3016.44,2201.4591188859886,0.27017970889989906,0.7298202911001009,SARIMA
106,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2022,4,2022-04-01,3,0.0,1742.6819969138016,1.0,0.0,SARIMA
107,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2022,5,2022-05-01,4,0.0,1698.8754868339913,1.0,0.0,SARIMA
108,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2022,6,2022-06-01,5,0.0,2530.2739343386475,1.0,0.0,SARIMA
109,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2022,7,2022-07-01,6,0.0,2722.7258331021376,1.0,0.0,SARIMA
110,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2022,8,2022-08-01,7,0.0,1308.9445868444209,1.0,0.0,SARIMA
111,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2022,9,2022-09-01,8,0.0,1366.5074257999722,1.0,0.0,SARIMA
112,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2022,10,2022-10-01,9,0.0,1613.550829990098,1.0,0.0,SARIMA
113,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2022,11,2022-11-01,10,0.0,1890.192339755412,1.0,0.0,SARIMA
114,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2022,12,2022-12-01,11,0.0,1902.6702228344045,1.0,0.0,SARIMA
115,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2023,1,2023-01-01,12,0.0,1419.8931521484376,1.0,0.0,SARIMA
116,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2023,2,2023-02-01,13,0.0,2146.4523839515505,1.0,0.0,SARIMA
117,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2023,3,2023-03-01,14,0.0,2859.6156478578605,1.0,0.0,SARIMA
118,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2023,4,2023-04-01,15,0.0,2772.789307092968,1.0,0.0,SARIMA
119,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2023,5,2023-05-01,16,0.0,1605.5946369890753,1.0,0.0,SARIMA
120,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2023,6,2023-06-01,17,0.0,2016.3013561376279,1.0,0.0,SARIMA
121,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2023,7,2023-07-01,18,0.0,2376.1022100344258,1.0,0.0,SARIMA
122,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2023,8,2023-08-01,19,0.0,1839.5106118412687,1.0,0.0,SARIMA
123,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2023,9,2023-09-01,20,0.0,1726.8668473213247,1.0,0.0,SARIMA
124,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2023,10,2023-10-01,21,0.0,1486.3452844101514,1.0,0.0,SARIMA
125,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2023,11,2023-11-01,22,0.0,2388.995755589635,1.0,0.0,SARIMA
126,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2023,12,2023-12-01,23,0.0,2862.6449089787184,1.0,0.0,SARIMA
127,03401044CA_1099,03401044CA,"MELOJEL® (TrueTrace®, IP) 50 LB",1099,Griffith Labs,GROUP_2,2022-01-01,2024,1,2024-01-01,24,0.0,2513.05501886313,1.0,0.0,SARIMA
